k, VS_status, AB_simscore, no_opts, opts_diam, best_VS_simscore, worst_VS_simscore, exp_time
666, optimal, 33.3, 10, 60.0, 80.0, 60.0, 0.5
667, optimal, 40.0, 12, 40.0, 66.7, 40.0, 0.5
668, optimal, 66.7, 4, 33.3, 93.3, 80.0, 0.5
669, optimal, 20.0, 8, 26.7, 46.7, 26.7, 0.5
670, optimal, 73.3, 12, 26.7, 93.3, 73.3, 0.5
671, optimal, 60.0, 12, 26.7, 73.3, 53.3, 0.5
672, optimal, 26.7, 2, 6.7, 60.0, 60.0, 0.5
673, optimal, 46.7, 1, 0.0, 46.7, 46.7, 0.6
674, optimal, 33.3, 18, 60.0, 100.0, 40.0, 0.7
675, optimal, 26.7, 4, 20.0, 60.0, 53.3, 0.7
676, optimal, 40.0, 12, 26.7, 93.3, 66.7, 0.4
677, optimal, 53.3, 12, 26.7, 86.7, 60.0, 0.4
678, optimal, 80.0, 120, 66.7, 86.7, 26.7, 0.4
679, optimal, 40.0, 9, 33.3, 53.3, 33.3, 0.5
680, optimal, 66.7, 2, 6.7, 86.7, 86.7, 0.5
681, optimal, 80.0, 12, 26.7, 80.0, 60.0, 0.4
682, optimal, 46.7, 8, 20.0, 53.3, 40.0, 0.4
683, optimal, 26.7, 6, 26.7, 60.0, 40.0, 0.5
684, optimal, 13.3, 12, 26.7, 60.0, 33.3, 0.4
685, optimal, 20.0, 30, 73.3, 80.0, 20.0, 0.5
686, optimal, 86.7, 4, 20.0, 93.3, 86.7, 0.6
687, optimal, 40.0, 10, 33.3, 73.3, 53.3, 0.5
688, optimal, 40.0, 2, 6.7, 73.3, 73.3, 0.5
689, optimal, 53.3, 8, 26.7, 40.0, 20.0, 0.6
690, optimal, 33.3, 3, 13.3, 60.0, 53.3, 0.5
691, optimal, 60.0, 1, 0.0, 66.7, 66.7, 0.6
692, optimal, 46.7, 14, 46.7, 73.3, 33.3, 0.5
693, optimal, 46.7, 2, 6.7, 66.7, 66.7, 0.5
694, optimal, 53.3, 4, 13.3, 80.0, 73.3, 0.4
695, optimal, 66.7, 4, 13.3, 93.3, 80.0, 0.6
696, optimal, 13.3, 2, 6.7, 60.0, 60.0, 0.5
697, optimal, 33.3, 2, 6.7, 53.3, 53.3, 0.6
698, optimal, 80.0, 2, 6.7, 93.3, 93.3, 0.5
699, optimal, 60.0, 12, 26.7, 100.0, 73.3, 0.4
700, optimal, 66.7, 4, 13.3, 73.3, 66.7, 0.6
701, optimal, 40.0, 120, 66.7, 86.7, 20.0, 0.5
702, optimal, 53.3, 48, 46.7, 60.0, 20.0, 0.4
703, optimal, 6.7, 4, 13.3, 40.0, 33.3, 0.6
704, optimal, 40.0, 3, 13.3, 60.0, 53.3, 0.5
705, optimal, 66.7, 2, 6.7, 73.3, 73.3, 0.6
706, optimal, 46.7, 2, 6.7, 73.3, 73.3, 0.5
707, optimal, 33.3, 6, 20.0, 86.7, 73.3, 0.5
708, optimal, 53.3, 2, 6.7, 80.0, 80.0, 0.6
709, optimal, 60.0, 6, 26.7, 86.7, 66.7, 0.6
710, optimal, 73.3, 2, 6.7, 80.0, 80.0, 0.5
711, optimal, 33.3, 14, 46.7, 46.7, 13.3, 0.5
712, optimal, 40.0, 48, 46.7, 80.0, 33.3, 0.4
713, optimal, 80.0, 48, 46.7, 100.0, 53.3, 0.4
714, optimal, 20.0, 2, 6.7, 93.3, 93.3, 0.6
715, optimal, 73.3, 24, 46.7, 100.0, 66.7, 0.4
716, optimal, 26.7, 2, 6.7, 80.0, 80.0, 0.6
717, optimal, 53.3, 1, 0.0, 73.3, 73.3, 0.6
718, optimal, 60.0, 10, 40.0, 80.0, 60.0, 0.5
719, optimal, 46.7, 4, 13.3, 53.3, 40.0, 0.5
720, optimal, 60.0, 4, 13.3, 66.7, 60.0, 0.5
721, optimal, 40.0, 8, 20.0, 73.3, 60.0, 0.6
722, optimal, 33.3, 12, 33.3, 53.3, 26.7, 0.6
723, optimal, 60.0, 12, 26.7, 100.0, 73.3, 2.2
724, optimal, 40.0, 4, 20.0, 66.7, 60.0, 0.6
725, optimal, 40.0, 8, 40.0, 86.7, 46.7, 0.6
726, optimal, 40.0, 2, 6.7, 60.0, 60.0, 0.6
727, optimal, 60.0, 3, 13.3, 93.3, 86.7, 0.6
728, optimal, 66.7, 720, 100.0, 100.0, 0.0, 4.5
729, optimal, 66.7, 36, 60.0, 100.0, 60.0, 0.5
730, optimal, 53.3, 6, 26.7, 100.0, 73.3, 0.4
731, optimal, 60.0, 2, 6.7, 86.7, 86.7, 0.6
732, optimal, 26.7, 9, 60.0, 66.7, 53.3, 0.5
733, optimal, 73.3, 16, 53.3, 100.0, 53.3, 0.5
734, optimal, 93.3, 18, 33.3, 93.3, 66.7, 0.4
735, optimal, 40.0, 2, 6.7, 66.7, 66.7, 0.6
736, optimal, 40.0, 4, 13.3, 53.3, 46.7, 0.5
737, optimal, 53.3, 4, 13.3, 66.7, 53.3, 0.4
738, optimal, 20.0, 8, 26.7, 80.0, 53.3, 0.5
739, optimal, 53.3, 2, 6.7, 73.3, 73.3, 0.5
740, optimal, 46.7, 8, 100.0, 80.0, 33.3, 0.5
741, optimal, 66.7, 120, 66.7, 100.0, 33.3, 0.5
742, optimal, 33.3, 4, 13.3, 40.0, 33.3, 0.4
743, optimal, 33.3, 4, 13.3, 80.0, 66.7, 0.5
744, optimal, 46.7, 8, 40.0, 86.7, 46.7, 0.5
745, optimal, 13.3, 36, 40.0, 60.0, 20.0, 0.5
746, optimal, 40.0, 6, 26.7, 73.3, 53.3, 0.5
747, optimal, 60.0, 8, 26.7, 93.3, 73.3, 0.5
748, optimal, 53.3, 12, 26.7, 93.3, 66.7, 0.5
749, optimal, 20.0, 4, 13.3, 40.0, 26.7, 0.5
750, optimal, 40.0, 1, 0.0, 73.3, 73.3, 0.6
751, optimal, 26.7, 34, 86.7, 100.0, 33.3, 0.7
752, optimal, 60.0, 8, 20.0, 100.0, 80.0, 0.4
753, optimal, 66.7, 5, 66.7, 93.3, 60.0, 0.6
754, optimal, 66.7, 4, 13.3, 100.0, 93.3, 0.5
755, optimal, 66.7, 6, 26.7, 60.0, 46.7, 0.5
756, optimal, 66.7, 12, 33.3, 100.0, 66.7, 0.5
757, optimal, 60.0, 3, 53.3, 73.3, 66.7, 0.6
758, optimal, 53.3, 48, 46.7, 66.7, 26.7, 0.4
759, optimal, 46.7, 12, 26.7, 86.7, 60.0, 0.4
760, optimal, 40.0, 2, 6.7, 66.7, 66.7, 0.6
761, optimal, 46.7, 4, 20.0, 80.0, 73.3, 0.6
762, optimal, 26.7, 120, 66.7, 100.0, 33.3, 0.5
763, optimal, 66.7, 3, 13.3, 93.3, 86.7, 0.6
764, optimal, 33.3, 4, 13.3, 73.3, 60.0, 0.4
765, optimal, 40.0, 6, 20.0, 93.3, 80.0, 0.5
766, optimal, 40.0, 2, 6.7, 53.3, 53.3, 0.6
767, optimal, 60.0, 15, 93.3, 73.3, 26.7, 0.6
768, optimal, 80.0, 6, 20.0, 93.3, 73.3, 0.5
769, optimal, 60.0, 4, 13.3, 80.0, 66.7, 0.5
770, optimal, 80.0, 1, 0.0, 80.0, 80.0, 0.6
771, optimal, 53.3, 2, 6.7, 73.3, 73.3, 0.7
772, optimal, 46.7, 120, 66.7, 86.7, 20.0, 0.9
773, optimal, 26.7, 2, 6.7, 86.7, 86.7, 0.7
774, optimal, 46.7, 8, 20.0, 86.7, 66.7, 0.4
775, optimal, 66.7, 4, 13.3, 86.7, 80.0, 0.5
776, optimal, 53.3, 2, 6.7, 60.0, 60.0, 0.6
777, optimal, 26.7, 12, 33.3, 73.3, 40.0, 0.7
778, optimal, 60.0, 4, 13.3, 80.0, 73.3, 0.5
779, optimal, 86.7, 2, 6.7, 100.0, 100.0, 0.5
780, optimal, 46.7, 12, 93.3, 100.0, 40.0, 0.6
781, optimal, 60.0, 2, 6.7, 80.0, 80.0, 0.5
782, optimal, 60.0, 10, 40.0, 80.0, 40.0, 0.5
783, optimal, 40.0, 14, 100.0, 86.7, 26.7, 0.5
784, optimal, 46.7, 6, 20.0, 100.0, 80.0, 0.6
785, optimal, 33.3, 12, 26.7, 73.3, 46.7, 0.8
786, optimal, 53.3, 48, 46.7, 80.0, 33.3, 0.7
787, optimal, 40.0, 2, 6.7, 40.0, 40.0, 0.6
788, optimal, 46.7, 120, 66.7, 93.3, 26.7, 0.6
789, optimal, 73.3, 2, 6.7, 86.7, 86.7, 0.6
790, optimal, 33.3, 2, 6.7, 80.0, 80.0, 0.6
791, optimal, 66.7, 1, 0.0, 93.3, 93.3, 0.5
792, optimal, 40.0, 24, 40.0, 100.0, 66.7, 0.4
793, optimal, 66.7, 16, 46.7, 80.0, 53.3, 0.5
794, optimal, 46.7, 8, 20.0, 66.7, 46.7, 0.5
795, optimal, 60.0, 12, 26.7, 100.0, 73.3, 0.5
796, optimal, 66.7, 6, 20.0, 93.3, 80.0, 0.5
797, optimal, 46.7, 14, 46.7, 86.7, 60.0, 0.7
798, optimal, 20.0, 8, 20.0, 73.3, 60.0, 0.7
799, optimal, 40.0, 19, 60.0, 86.7, 60.0, 0.5
800, optimal, 53.3, 4, 20.0, 53.3, 46.7, 0.6
801, optimal, 93.3, 6, 20.0, 100.0, 86.7, 0.4
802, optimal, 60.0, 5, 20.0, 93.3, 80.0, 0.5
803, optimal, 66.7, 5, 33.3, 100.0, 73.3, 0.6
804, optimal, 33.3, 4, 13.3, 46.7, 40.0, 0.4
805, optimal, 53.3, 4, 33.3, 66.7, 53.3, 0.5
806, optimal, 40.0, 16, 100.0, 60.0, 26.7, 0.5
807, optimal, 60.0, 2, 6.7, 93.3, 93.3, 0.5
808, optimal, 40.0, 6, 20.0, 93.3, 73.3, 0.5
809, optimal, 20.0, 8, 26.7, 60.0, 40.0, 0.5
810, optimal, 40.0, 2, 6.7, 73.3, 73.3, 0.5
811, optimal, 46.7, 2, 6.7, 80.0, 80.0, 0.6
812, optimal, 73.3, 12, 26.7, 80.0, 53.3, 0.4
813, optimal, 53.3, 4, 13.3, 60.0, 53.3, 0.6
814, optimal, 93.3, 4, 13.3, 100.0, 93.3, 0.5
815, optimal, 40.0, 1, 0.0, 66.7, 66.7, 0.6
816, optimal, 60.0, 2, 6.7, 93.3, 93.3, 0.4
817, optimal, 60.0, 48, 46.7, 100.0, 53.3, 0.5
818, optimal, 33.3, 16, 66.7, 100.0, 33.3, 0.4
819, optimal, 73.3, 8, 20.0, 73.3, 60.0, 0.4
820, optimal, 26.7, 4, 13.3, 53.3, 40.0, 0.5
821, optimal, 60.0, 1, 0.0, 60.0, 60.0, 0.6
822, optimal, 60.0, 10, 33.3, 66.7, 40.0, 0.5
823, optimal, 46.7, 12, 26.7, 80.0, 60.0, 0.5
824, optimal, 40.0, 12, 26.7, 100.0, 73.3, 0.4
825, optimal, 33.3, 2, 6.7, 66.7, 66.7, 0.4
826, optimal, 53.3, 2, 6.7, 80.0, 80.0, 0.5
827, optimal, 40.0, 2, 6.7, 46.7, 46.7, 0.6
828, optimal, 73.3, 6, 26.7, 80.0, 66.7, 0.5
829, optimal, 33.3, 6, 20.0, 53.3, 33.3, 0.6
830, optimal, 40.0, 3, 13.3, 80.0, 73.3, 0.5
831, optimal, 66.7, 4, 46.7, 100.0, 66.7, 0.5
832, optimal, 40.0, 12, 26.7, 80.0, 53.3, 0.4
833, optimal, 73.3, 20, 46.7, 100.0, 66.7, 0.6
834, optimal, 66.7, 4, 20.0, 93.3, 86.7, 0.7
835, optimal, 20.0, 4, 13.3, 73.3, 60.0, 0.5
836, optimal, 46.7, 12, 80.0, 86.7, 46.7, 0.6
837, optimal, 66.7, 4, 13.3, 73.3, 60.0, 0.5
838, optimal, 46.7, 8, 66.7, 66.7, 40.0, 0.5
839, optimal, 40.0, 12, 26.7, 66.7, 40.0, 0.5
840, optimal, 73.3, 16, 46.7, 100.0, 60.0, 0.4
841, optimal, 33.3, 2, 6.7, 53.3, 53.3, 0.6
842, optimal, 33.3, 120, 66.7, 73.3, 6.7, 0.5
843, optimal, 80.0, 8, 20.0, 100.0, 80.0, 0.4
844, optimal, 60.0, 4, 13.3, 53.3, 46.7, 0.6
845, optimal, 33.3, 2, 6.7, 80.0, 80.0, 0.5
846, optimal, 53.3, 2, 6.7, 100.0, 100.0, 0.7
847, optimal, 53.3, 2, 6.7, 86.7, 86.7, 0.5
848, optimal, 33.3, 8, 20.0, 40.0, 26.7, 0.4
849, optimal, 80.0, 8, 20.0, 66.7, 53.3, 0.4
850, optimal, 26.7, 10, 33.3, 66.7, 46.7, 0.4
851, optimal, 53.3, 2, 6.7, 86.7, 86.7, 0.5
852, optimal, 40.0, 2, 6.7, 60.0, 60.0, 0.6
853, optimal, 73.3, 6, 26.7, 100.0, 86.7, 0.5
854, optimal, 53.3, 12, 26.7, 100.0, 73.3, 0.4
855, optimal, 60.0, 28, 100.0, 80.0, 20.0, 0.5
856, optimal, 46.7, 4, 13.3, 73.3, 60.0, 0.5
857, optimal, 53.3, 2, 6.7, 73.3, 73.3, 0.5
858, optimal, 66.7, 24, 46.7, 80.0, 46.7, 0.5
859, optimal, 26.7, 2, 6.7, 53.3, 53.3, 0.5
860, optimal, 33.3, 12, 26.7, 60.0, 40.0, 0.4
861, optimal, 6.7, 48, 46.7, 46.7, 0.0, 0.4
862, optimal, 33.3, 2, 6.7, 66.7, 66.7, 0.5
863, optimal, 60.0, 10, 40.0, 86.7, 60.0, 0.5
864, optimal, 53.3, 1, 0.0, 66.7, 66.7, 0.6
865, optimal, 33.3, 4, 13.3, 86.7, 73.3, 0.7
866, optimal, 53.3, 24, 46.7, 80.0, 46.7, 0.5
867, optimal, 60.0, 4, 13.3, 86.7, 73.3, 0.5
868, optimal, 26.7, 12, 26.7, 46.7, 20.0, 0.6
869, optimal, 46.7, 6, 20.0, 73.3, 53.3, 0.5
870, optimal, 73.3, 8, 40.0, 73.3, 33.3, 0.7
871, optimal, 40.0, 3, 13.3, 53.3, 40.0, 0.6
872, optimal, 53.3, 48, 46.7, 73.3, 33.3, 0.4
873, optimal, 46.7, 10, 33.3, 53.3, 33.3, 0.5
874, optimal, 53.3, 4, 13.3, 73.3, 60.0, 0.5
875, optimal, 80.0, 12, 26.7, 100.0, 73.3, 0.4
876, optimal, 26.7, 2, 6.7, 33.3, 33.3, 0.6
877, optimal, 93.3, 4, 20.0, 100.0, 93.3, 0.5
878, optimal, 66.7, 14, 60.0, 80.0, 60.0, 0.5
879, optimal, 73.3, 2, 6.7, 73.3, 73.3, 0.5
880, optimal, 60.0, 12, 26.7, 86.7, 66.7, 0.4
881, optimal, 66.7, 2, 6.7, 86.7, 86.7, 0.4
882, optimal, 40.0, 12, 26.7, 73.3, 53.3, 0.5
883, optimal, 60.0, 4, 13.3, 80.0, 73.3, 0.5
884, optimal, 66.7, 6, 26.7, 100.0, 86.7, 0.5
885, optimal, 33.3, 4, 13.3, 80.0, 66.7, 0.5
886, optimal, 53.3, 5, 26.7, 80.0, 66.7, 0.5
887, optimal, 46.7, 2, 6.7, 80.0, 80.0, 0.4
888, optimal, 46.7, 4, 13.3, 86.7, 80.0, 0.4
889, optimal, 33.3, 2, 6.7, 73.3, 73.3, 0.5
890, optimal, 46.7, 8, 26.7, 100.0, 80.0, 0.4
891, optimal, 46.7, 4, 13.3, 66.7, 60.0, 0.8
892, optimal, 20.0, 4, 13.3, 53.3, 46.7, 0.5
893, optimal, 53.3, 8, 20.0, 20.0, 6.7, 0.8
894, optimal, 40.0, 12, 26.7, 86.7, 60.0, 0.4
895, optimal, 60.0, 8, 20.0, 80.0, 66.7, 0.4
896, optimal, 60.0, 2, 6.7, 80.0, 80.0, 0.5
897, optimal, 73.3, 4, 13.3, 86.7, 73.3, 0.7
898, optimal, 26.7, 12, 26.7, 93.3, 66.7, 0.4
899, optimal, 93.3, 22, 60.0, 100.0, 60.0, 0.5
900, optimal, 26.7, 8, 26.7, 40.0, 20.0, 0.6
901, optimal, 40.0, 12, 26.7, 73.3, 53.3, 0.5
902, optimal, 33.3, 4, 13.3, 73.3, 66.7, 0.5
903, optimal, 73.3, 48, 46.7, 100.0, 53.3, 0.4
904, optimal, 40.0, 4, 13.3, 80.0, 73.3, 0.5
905, optimal, 33.3, 6, 20.0, 60.0, 40.0, 0.7
906, optimal, 73.3, 16, 33.3, 93.3, 60.0, 0.4
907, optimal, 73.3, 12, 33.3, 73.3, 53.3, 0.6
908, optimal, 60.0, 1, 0.0, 73.3, 73.3, 0.5
909, optimal, 40.0, 2, 6.7, 86.7, 86.7, 0.5
910, optimal, 80.0, 6, 20.0, 93.3, 80.0, 0.5
911, optimal, 73.3, 8, 20.0, 100.0, 80.0, 0.5
912, optimal, 53.3, 4, 13.3, 60.0, 53.3, 0.5
913, optimal, 6.7, 8, 60.0, 66.7, 46.7, 0.5
914, optimal, 60.0, 36, 40.0, 86.7, 46.7, 0.4
915, optimal, 40.0, 2, 6.7, 86.7, 86.7, 0.7
916, optimal, 46.7, 4, 13.3, 86.7, 73.3, 0.4
917, optimal, 60.0, 4, 20.0, 60.0, 53.3, 0.5
918, optimal, 53.3, 8, 26.7, 73.3, 53.3, 0.4
919, optimal, 53.3, 4, 13.3, 86.7, 80.0, 0.5
920, optimal, 40.0, 4, 13.3, 66.7, 53.3, 0.5
921, optimal, 26.7, 2, 6.7, 46.7, 46.7, 0.6
922, optimal, 53.3, 120, 66.7, 100.0, 33.3, 0.5
923, optimal, 33.3, 12, 33.3, 46.7, 26.7, 0.5
924, optimal, 46.7, 6, 20.0, 93.3, 80.0, 0.6
925, optimal, 53.3, 4, 13.3, 86.7, 73.3, 0.4
926, optimal, 66.7, 2, 6.7, 80.0, 80.0, 0.5
927, optimal, 40.0, 2, 6.7, 60.0, 60.0, 0.5
928, optimal, 73.3, 6, 20.0, 93.3, 80.0, 0.5
929, optimal, 40.0, 2, 6.7, 86.7, 86.7, 0.5
930, optimal, 80.0, 32, 46.7, 100.0, 60.0, 0.4
931, optimal, 46.7, 120, 66.7, 100.0, 33.3, 0.5
932, optimal, 46.7, 8, 20.0, 80.0, 60.0, 0.5
933, optimal, 66.7, 1, 0.0, 46.7, 46.7, 0.6
934, optimal, 73.3, 12, 26.7, 73.3, 53.3, 0.4
935, optimal, 40.0, 2, 66.7, 60.0, 60.0, 0.5
936, optimal, 40.0, 6, 20.0, 46.7, 26.7, 0.5
937, optimal, 26.7, 4, 20.0, 46.7, 33.3, 0.5
938, optimal, 86.7, 120, 66.7, 100.0, 40.0, 0.4
939, optimal, 53.3, 120, 66.7, 100.0, 33.3, 0.5
940, optimal, 46.7, 12, 40.0, 93.3, 60.0, 0.7
941, optimal, 46.7, 2, 6.7, 80.0, 80.0, 0.6
942, optimal, 73.3, 24, 40.0, 93.3, 60.0, 0.5
943, optimal, 40.0, 12, 33.3, 100.0, 80.0, 0.5
944, optimal, 60.0, 6, 20.0, 73.3, 60.0, 0.6
945, optimal, 66.7, 4, 13.3, 80.0, 73.3, 0.5
946, optimal, 53.3, 720, 100.0, 100.0, 0.0, 4.0
947, optimal, 40.0, 24, 60.0, 100.0, 66.7, 0.5
948, optimal, 33.3, 18, 40.0, 73.3, 40.0, 0.6
949, optimal, 46.7, 48, 46.7, 80.0, 33.3, 0.4
950, optimal, 26.7, 4, 13.3, 60.0, 53.3, 0.5
951, optimal, 53.3, 8, 26.7, 60.0, 40.0, 0.5
952, optimal, 66.7, 12, 33.3, 66.7, 40.0, 0.6
953, optimal, 33.3, 4, 13.3, 46.7, 40.0, 0.5
954, optimal, 40.0, 22, 46.7, 86.7, 40.0, 0.5
955, optimal, 60.0, 1, 0.0, 100.0, 100.0, 0.6
956, optimal, 46.7, 6, 20.0, 66.7, 46.7, 0.4
957, optimal, 60.0, 2, 6.7, 73.3, 73.3, 0.4
958, optimal, 26.7, 36, 40.0, 73.3, 33.3, 0.4
959, optimal, 60.0, 2, 6.7, 73.3, 73.3, 0.6
960, optimal, 60.0, 4, 13.3, 93.3, 86.7, 0.5
961, optimal, 46.7, 720, 100.0, 100.0, 0.0, 4.5
962, optimal, 60.0, 4, 26.7, 86.7, 73.3, 0.6
963, optimal, 60.0, 12, 26.7, 93.3, 73.3, 0.4
964, optimal, 60.0, 2, 6.7, 73.3, 73.3, 0.5
965, optimal, 80.0, 12, 26.7, 86.7, 60.0, 0.4
966, optimal, 33.3, 12, 26.7, 46.7, 20.0, 0.6
967, optimal, 60.0, 4, 20.0, 66.7, 60.0, 0.6
968, optimal, 66.7, 120, 66.7, 100.0, 33.3, 0.5
969, optimal, 53.3, 6, 20.0, 93.3, 80.0, 0.5
970, optimal, 53.3, 12, 26.7, 66.7, 46.7, 0.5
971, optimal, 26.7, 4, 13.3, 53.3, 40.0, 0.6
972, optimal, 26.7, 2, 6.7, 53.3, 53.3, 0.5
973, optimal, 66.7, 2, 6.7, 73.3, 73.3, 0.6
974, optimal, 46.7, 4, 13.3, 86.7, 73.3, 0.4
975, optimal, 66.7, 6, 20.0, 60.0, 46.7, 0.5
976, optimal, 40.0, 48, 46.7, 100.0, 53.3, 0.4
977, optimal, 40.0, 4, 13.3, 73.3, 60.0, 0.7
978, optimal, 80.0, 29, 66.7, 93.3, 46.7, 0.6
979, optimal, 46.7, 4, 13.3, 60.0, 53.3, 0.5
980, optimal, 66.7, 4, 13.3, 93.3, 86.7, 0.5
981, optimal, 46.7, 4, 13.3, 46.7, 40.0, 0.4
982, optimal, 33.3, 24, 46.7, 86.7, 60.0, 0.5
983, optimal, 46.7, 8, 20.0, 80.0, 60.0, 0.5
984, optimal, 40.0, 4, 13.3, 66.7, 53.3, 0.5
985, optimal, 13.3, 4, 20.0, 93.3, 80.0, 0.6
986, optimal, 26.7, 12, 26.7, 60.0, 40.0, 0.6
987, optimal, 40.0, 48, 46.7, 80.0, 33.3, 0.4
988, optimal, 80.0, 4, 53.3, 93.3, 46.7, 0.7
989, optimal, 73.3, 12, 26.7, 86.7, 60.0, 0.4
990, optimal, 46.7, 4, 20.0, 80.0, 73.3, 0.6
991, optimal, 40.0, 8, 46.7, 80.0, 40.0, 0.6
992, optimal, 66.7, 2, 6.7, 66.7, 66.7, 0.6
993, optimal, 40.0, 14, 80.0, 80.0, 40.0, 0.6
994, optimal, 60.0, 2, 6.7, 100.0, 100.0, 0.6
995, optimal, 66.7, 48, 46.7, 100.0, 53.3, 0.4
996, optimal, 33.3, 4, 20.0, 66.7, 60.0, 0.5
997, optimal, 53.3, 120, 66.7, 86.7, 26.7, 0.5
998, optimal, 73.3, 12, 26.7, 73.3, 46.7, 0.4
999, optimal, 26.7, 4, 13.3, 40.0, 33.3, 0.5
